,user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url,,Drought,,Tip,Workshop,,Information,Motivation,Skills,,Subsidy,Bill,,Regulations,Behavioral,Incentives
352,1205839339,1.08E+18,1547263513,sbcitywater,"Update 7:15 PM 1/11/19: Sewer pipelines have been repaired and roadway reconstruction is ongoing. Rialto Ave between F &amp; G St. remains closed until further notice. Thank you for your continued patience. To report a water or sewer emergency, please call (909) 384-5141. Thank you. https://t.co/ZnUu0FyygZ",Twitter for iPhone,283,NA,NA,NA,TRUE,FALSE,5,3,NA,NA,NA,NA,twitter.com/sbcitywater/st…,https://t.co/ZnUu0FyygZ,https://twitter.com/sbcitywater/status/1083245074543128576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,1.08E+18,"⚠️ Service Alert 1/9/18 ⚠️ Emergency road closure on Rialto Ave between F St and G St due to a damaged sewer main. SBMWD crews are onsite and working diligently to repair. Updates will be provided as they become available. To report a water or sewer emergency, call (909) 384-5141",1547100726,Twitter for iPhone,2,2,1205839339,sbcitywater,San Bernardino Water,898,204,706,"San Bernardino, California","The San Bernardino Municipal Water Dept. was established on May 8th, 1905 by the Mayor and Common Council of San Bernardino in accordance with the City charter.",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/sbcitywater/status/1083927852603428864,San Bernardino Water,"San Bernardino, California","The San Bernardino Municipal Water Dept. was established on May 8th, 1905 by the Mayor and Common Council of San Bernardino in accordance with the City charter.",https://t.co/Gy310nZGsF,FALSE,898,204,28,706,286,1361475657,FALSE,https://t.co/Gy310nZGsF,http://www.sbmwd.org/,NA,https://pbs.twimg.com/profile_banners/1205839339/1503107135,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3288388278/93fe89f8835ad80989469f6e85976b87_normal.jpeg,,0,,,,,,,,,,,,,,
353,39857211,5.70E+17,1424722870,CityofRedlands,Application period for property owners interested in #historicpreservation through Mills Act is March 31. More info: http://t.co/eIbnb17ifX,Twitter Web Client,139,NA,NA,NA,FALSE,FALSE,0,2,NA,NA,historicpreservation,NA,cityofredlands.org/node/1365,http://t.co/eIbnb17ifX,http://www.cityofredlands.org/node/1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/c904ca419d4e53c6.json,Redlands,"Redlands, CA",city,United States,US,"c(NA, NA)","c(NA, NA)","c(-117.2437359, -117.103406, -117.103406, -117.2437359, 34.003849, 34.003849, 34.1018978, 34.1018978)",https://twitter.com/CityofRedlands/status/569955143522721792,City of Redlands,"Redlands, CA","The City of Redlands is a charming community of 70,000 in San Bernardino County, California.",http://t.co/74ZyU9ztqv,FALSE,7603,131,159,2360,42,1242254249,FALSE,http://t.co/74ZyU9ztqv,http://www.cityofredlands.org/,NA,https://pbs.twimg.com/profile_banners/39857211/1421279533,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/210702525/CitylogoSM_Citrograph_11.15.04_normal.jpg,,0,,,,,,,,,,,,,,
357,2530661071,8.09E+17,1481734349,CityofVallejo,Sandbag Stations open 12/14 in anticipation of Thursday storms https://t.co/Sjg5aHqlp4 via @nextdoor,Twitter Web Client,100,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,nextdoor.com/city/post/3840…,https://t.co/Sjg5aHqlp4,https://nextdoor.com/city/post/38400868/,NA,NA,NA,NA,NA,NA,NA,NA,322207364,Nextdoor,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityofVallejo/status/809078619628662785,City of Vallejo,"Vallejo, CA",Social Media Policy: https://t.co/VIbzRu3pfW,https://t.co/9nMTmHtM1k,FALSE,2304,417,61,3102,1520,1401303561,FALSE,https://t.co/9nMTmHtM1k,http://cityofvallejo.net,NA,https://pbs.twimg.com/profile_banners/2530661071/1588105280,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1391984549446307842/exLDIDCP_normal.jpg,,0,,,,,,,,,,,,,,
359,161468853,8.78E+17,1498075500,COGWaterPower,78 is the magic number for your thermostat. It will help keep your home cooler while still saving energy #ThinkActSave https://t.co/QZ0rt6W1vr,TweetDeck,118,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,ThinkActSave,NA,NA,NA,NA,http://pbs.twimg.com/media/DC263OyUAAQCrk3.jpg,https://t.co/QZ0rt6W1vr,https://twitter.com/COGWaterPower/status/877618376285323265/photo/1,photo,http://pbs.twimg.com/media/DC263OyUAAQCrk3.jpg,https://t.co/QZ0rt6W1vr,https://twitter.com/COGWaterPower/status/877618376285323265/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/COGWaterPower/status/877618376285323265,Glendale Water & Power,"Glendale,CA","Official City of Glendale, CA Water & Power communications only. Report water and power outages and emergencies by calling 818-548-2011.",http://t.co/94EZSp7L7X,FALSE,6938,759,99,4751,291,1277939218,TRUE,http://t.co/94EZSp7L7X,http://www.glendalewaterandpower.com,NA,https://pbs.twimg.com/profile_banners/161468853/1469652972,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/1166858664830889984/dULD3Jwp_normal.jpg,,0,,,,,,,,,,,,,,
360,38734174,7.63E+17,1470670527,BeingWaterWise,"Customers are responsible for their own pressure regulators. If there is a pressure problem at your residence, it... https://t.co/ix3PYWFL9d",Facebook,140,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,fb.me/82X3pBDfp,https://t.co/ix3PYWFL9d,http://fb.me/82X3pBDfp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/762673586125484032,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,0,,,,,,,,,,,,,,
361,16262993,4873106839,1255558300,LongBeachWater,@562citylife ahhh got it! no doubt i should be there,Twitter Web Client,52,4872989608,17265334,562citylife,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17265334,562citylife,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/LongBeachWater/status/4873106839,Long Beach Water,"Long Beach, CA","The standard in water conservation and environmental stewardship. For emergency water service requests, please call (562) 570-2390.",https://t.co/EkcCTFMPlN,FALSE,7063,2297,244,3191,318,1221251044,FALSE,https://t.co/EkcCTFMPlN,http://www.lbwater.org/,NA,https://pbs.twimg.com/profile_banners/16262993/1588801198,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/765693924681711617/j0lA2DjY_normal.jpg,,0,,,,,,,,,,,,,,
362,161468853,1.02E+18,1532567100,COGWaterPower,Doing laundry today? Air dry your clothes instead of using your dryer. It'll help you save energy and keep your home cool. See what else you can do to save at https://t.co/VeVw7x7ydi #MyGlendale #SaveEnergy https://t.co/1wb1yfLIdy,TweetDeck,206,NA,NA,NA,FALSE,FALSE,4,1,NA,NA,"c(""MyGlendale"", ""SaveEnergy"")",NA,bit.ly/savenrg,https://t.co/VeVw7x7ydi,http://bit.ly/savenrg,http://pbs.twimg.com/media/Di_Nv8EV4AEnUCd.jpg,https://t.co/1wb1yfLIdy,https://twitter.com/COGWaterPower/status/1022286629849915392/photo/1,photo,http://pbs.twimg.com/media/Di_Nv8EV4AEnUCd.jpg,https://t.co/1wb1yfLIdy,https://twitter.com/COGWaterPower/status/1022286629849915392/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/COGWaterPower/status/1022286629849915392,Glendale Water & Power,"Glendale,CA","Official City of Glendale, CA Water & Power communications only. Report water and power outages and emergencies by calling 818-548-2011.",http://t.co/94EZSp7L7X,FALSE,6938,759,99,4751,291,1277939218,TRUE,http://t.co/94EZSp7L7X,http://www.glendalewaterandpower.com,NA,https://pbs.twimg.com/profile_banners/161468853/1469652972,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/1166858664830889984/dULD3Jwp_normal.jpg,,0,,,,,,,,,,,,,,
364,602351816,9.87E+17,1524169389,CITYSEM,"City of South El Monte is Now Hiring! 
- Summer Camp Recreation Leader 
- Crossing Guard 

For more information, visit https://t.co/A0oeMiCpFz",Facebook,142,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,ci.south-el-monte.ca.us/ABOUTUS/JobOpp…,https://t.co/A0oeMiCpFz,http://www.ci.south-el-monte.ca.us/ABOUTUS/JobOpportunities.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CITYSEM/status/987064078203006976,CITY OF SO. EL MONTE,"South El Monte, California","Welcome to the official twitter page of the City of South El Monte, California.
Stay connected with community news and events in the CITY OF ACHIEVEMENT",https://t.co/1HTWl7fJMB,FALSE,2217,401,53,5549,754,1339118373,FALSE,https://t.co/1HTWl7fJMB,https://www.cityofsouthelmonte.org/,NA,https://pbs.twimg.com/profile_banners/602351816/1603118633,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/455858354460442624/q19FX7IP_normal.png,,0,,,,,,,,,,,,,,
365,30895301,1.07E+18,1544554367,CityofBenicia,A reminder from @BeniciaFireDepartment. https://t.co/ZESBGCGH1Y,Facebook,63,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,facebook.com/CityBenicia/po…,https://t.co/ZESBGCGH1Y,https://www.facebook.com/CityBenicia/posts/2111941258867913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityofBenicia/status/1072564873618436097,City of Benicia,"Benicia, CA",edev@ci.benicia.ca.us,http://t.co/9uxd83ohYf,FALSE,1462,118,27,966,1,1239639638,FALSE,http://t.co/9uxd83ohYf,http://www.ci.benicia.ca.us,NA,https://pbs.twimg.com/profile_banners/30895301/1411492111,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/514153315131617280/EgEstlGt_normal.jpeg,,0,,,,,,,,,,,,,,
366,2530661071,1.18E+18,1570241753,CityofVallejo,City Manager's Bi-Weekly Report https://t.co/uRvYHeJcOl https://t.co/t17VNDmGP6,Constant Contact,55,NA,NA,NA,FALSE,FALSE,1,1,NA,NA,NA,NA,conta.cc/2MbIyGW,https://t.co/uRvYHeJcOl,https://conta.cc/2MbIyGW,http://pbs.twimg.com/media/EGFJquSX0AIjEWp.jpg,https://t.co/t17VNDmGP6,https://twitter.com/CityofVallejo/status/1180305577605513217/photo/1,photo,http://pbs.twimg.com/media/EGFJquSX0AIjEWp.jpg,https://t.co/t17VNDmGP6,https://twitter.com/CityofVallejo/status/1180305577605513217/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityofVallejo/status/1180305577605513217,City of Vallejo,"Vallejo, CA",Social Media Policy: https://t.co/VIbzRu3pfW,https://t.co/9nMTmHtM1k,FALSE,2304,417,61,3102,1520,1401303561,FALSE,https://t.co/9nMTmHtM1k,http://cityofvallejo.net,NA,https://pbs.twimg.com/profile_banners/2530661071/1588105280,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1391984549446307842/exLDIDCP_normal.jpg,,0,,,,,,,,,,,,,,
367,34303800,6.09E+17,1434129662,PRCity,"PRESS RELEASE 6/8/15
PRPS Receives $999,305 Water Conservation Grant.
Click link for more:
http://t.co/8BhNTkIjY1 http://t.co/v2GTqKzhPm",Twitter Web Client,140,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,NA,NA,pasoschools.org/education/comp…,http://t.co/8BhNTkIjY1,http://www.pasoschools.org/education/components/whatsnew/default.php?sectiondetailid=15907&id=3569,NA,NA,NA,NA,NA,NA,NA,NA,831928784,PasoSchools,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08E+17,"PRESS RELEASE 6/8/15
PRPS Receives $999,305 Water Conservation Grant.
Click link for more:
http://t.co/8BhNTkIjY1 http://t.co/v2GTqKzhPm",1433897383,Twitter Web Client,1,1,831928784,PasoSchools,Paso Robles Schools,515,35,1603,,Paso Robles Joint Unified School District proudly serves and educates 6700 students in our Paso Robles community who attend our 11 school sites.,FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PRCity/status/609410088697139200,City of Paso Robles,"Paso Robles, CA, 93446, USA",Official Twitter for The City of Paso Robles #PasoRobles #PasoLibrary  Please note: this account is not monitored on a 24 hour basis. Call 911 for emergencies.,http://t.co/835FFzyido,FALSE,4631,166,115,3010,145,1240414584,FALSE,http://t.co/835FFzyido,http://www.prcity.com,NA,https://pbs.twimg.com/profile_banners/34303800/1541709172,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/558023588247130112/ahLowW5T_normal.png,,0,,,,,,,,,,,,,,
368,1551505850,7.02E+17,1456250015,SanJuanWtrDist,A Message from San Juan Water District: Addressing Questions About Folsom Lake Water Releases: https://t.co/lx6csaiSNm,TweetDeck,118,NA,NA,NA,FALSE,FALSE,2,2,NA,NA,NA,NA,conta.cc/1RZhsky,https://t.co/lx6csaiSNm,http://conta.cc/1RZhsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/SanJuanWtrDist/status/702189574311641088,San Juan Water Dist.,"Office in Granite Bay, CA","Providing reliable, high-quality water from Folsom Lake to our 265,000 customers.",http://t.co/WWuQ26KABE,FALSE,377,230,7,1320,1003,1372366603,FALSE,http://t.co/WWuQ26KABE,http://www.sjwd.org,NA,https://pbs.twimg.com/profile_banners/1551505850/1529444854,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/958820648570073089/bq63WrOT_normal.jpg,,0,,,,,,,,,,,,,,
371,24053573,1.80E+17,1331851190,CCWD,"Los Vaqueros Reservoir Expansion is now about 90% complete.  Take a look at our latest video on the project.
http://t.co/ttT5fVb5",Twitter Web Client,129,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,bit.ly/jipkmL,http://t.co/ttT5fVb5,http://bit.ly/jipkmL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CCWD/status/180423087534247936,Contra Costa Water,"Concord, CA, 94520","Delivering safe, clean water to 500,000 people in central and eastern Contra Costa County.",https://t.co/LCNVDG7Chh,FALSE,3255,288,122,1908,288,1236896499,TRUE,https://t.co/LCNVDG7Chh,http://www.ccwater.com,NA,https://pbs.twimg.com/profile_banners/24053573/1366926618,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1145806277861228544/C8YjqefZ_normal.jpg,,0,,,,,,,,,,,,,,
373,385115091,9.32E+17,1510942024,tdpud,The Facts of Mountain Living:  Weatherize or winterize your home https://t.co/JVHIbE8HaJ,Twitter Web Client,88,NA,NA,NA,FALSE,FALSE,2,0,NA,NA,NA,NA,sierrasun.com/news/local/wea…,https://t.co/JVHIbE8HaJ,http://www.sierrasun.com/news/local/weatherize-or-winterize-your-home/#.Wg8lM3VqDs0.twitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/tdpud/status/931584488928264192,Truckee Donner PUD,"Truckee, CA",The TDPUD is a publically owned electric and water utility. Note that this Twitter account is not monitored 24/7.  Outages or emergency call 530-587-3896,http://t.co/Yqp69C8woQ,FALSE,923,186,24,1090,92,1317766555,FALSE,http://t.co/Yqp69C8woQ,http://www.tdpud.org,NA,https://pbs.twimg.com/profile_banners/385115091/1614831583,http://abs.twimg.com/images/themes/theme6/bg.gif,http://pbs.twimg.com/profile_images/1328449253220388865/mRTbTN4o_normal.png,,0,,,,,,,,,,,,,,
374,41149912,1.19E+18,1572015902,IRWDnews,"National Prescription Drug Take Back Day is Oct. 26! IRWD reminds you to dispose of medications properly. Flushed drugs can harm wildlife and pollute the ecosystem. It is best to take those expired or unneeded meds to a collection site, visit https://t.co/ln27gifqsj to learn more",Sprout Social,280,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,takebackday.dea.gov,https://t.co/ln27gifqsj,http://takebackday.dea.gov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/IRWDnews/status/1187746896531677187,IRWDnews,"Irvine, CA; 949-453-5300","Irvine Ranch Water District provides water/sewer service to Irvine, parts of Lake Forest, Costa Mesa, Orange, Tustin, Santa Ana, Newport Beach, the canyons.",https://t.co/3WpyKtvFHw,FALSE,3774,2149,106,7120,948,1242750538,FALSE,https://t.co/3WpyKtvFHw,https://www.irwd.com/services,NA,https://pbs.twimg.com/profile_banners/41149912/1601596990,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/902967952504365056/4Y7DvTXW_normal.jpg,,0,,,,,,,,,,,,,,
375,38734174,1.08E+18,1547154697,BeingWaterWise,Please be aware of upcoming planned pipeline maintenance. @beingwaterwise will have limited supplies during this period. We are asking our customers to suspend all outdoor water use from January 21 through 28. Thank you for your cooperation. https://t.co/gSKVTxpgYv https://t.co/ZCASEMepvK,Hootsuite Inc.,265,NA,NA,NA,FALSE,FALSE,5,1,NA,NA,NA,NA,wmwd.com/107/Constructi…,https://t.co/gSKVTxpgYv,http://wmwd.com/107/Construction-and-Emergency-Information,http://pbs.twimg.com/media/DwlDiViX4AYHkww.jpg,https://t.co/ZCASEMepvK,https://twitter.com/BeingWaterWise/status/1083471444879831040/photo/1,photo,http://pbs.twimg.com/media/DwlDiViX4AYHkww.jpg,https://t.co/ZCASEMepvK,https://twitter.com/BeingWaterWise/status/1083471444879831040/photo/1,NA,38734174,BeingWaterWise,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/1083471444879831040,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,0,,,,,,,,,,,,,,
376,2530661071,7.34E+17,1463843468,CityofVallejo,Coffee With The Cops  https://t.co/t3FhJfbKi7 https://t.co/9TrnUa5YlT,Constant Contact,45,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,conta.cc/256rYuq,https://t.co/t3FhJfbKi7,http://conta.cc/256rYuq,http://pbs.twimg.com/media/Ci_Ua7-XIAA-Ow3.jpg,https://t.co/9TrnUa5YlT,https://twitter.com/CityofVallejo/status/734038823689129984/photo/1,photo,http://pbs.twimg.com/media/Ci_Ua7-XIAA-Ow3.jpg,https://t.co/9TrnUa5YlT,https://twitter.com/CityofVallejo/status/734038823689129984/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityofVallejo/status/734038823689129984,City of Vallejo,"Vallejo, CA",Social Media Policy: https://t.co/VIbzRu3pfW,https://t.co/9nMTmHtM1k,FALSE,2304,417,61,3102,1520,1401303561,FALSE,https://t.co/9nMTmHtM1k,http://cityofvallejo.net,NA,https://pbs.twimg.com/profile_banners/2530661071/1588105280,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1391984549446307842/exLDIDCP_normal.jpg,,0,,,,,,,,,,,,,,
377,602351816,7.48E+17,1467057563,CITYSEM,"No Illegal Fireworks in South El Monte 
$1,000 Fine
Report Illegal Fireworks to the Sheriff's Temple Station at... https://t.co/kMxbxdHXxf",Facebook,138,NA,NA,NA,FALSE,FALSE,0,1,NA,NA,NA,NA,fb.me/1chxqpEqR,https://t.co/kMxbxdHXxf,http://fb.me/1chxqpEqR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CITYSEM/status/747519716948774912,CITY OF SO. EL MONTE,"South El Monte, California","Welcome to the official twitter page of the City of South El Monte, California.
Stay connected with community news and events in the CITY OF ACHIEVEMENT",https://t.co/1HTWl7fJMB,FALSE,2217,401,53,5549,754,1339118373,FALSE,https://t.co/1HTWl7fJMB,https://www.cityofsouthelmonte.org/,NA,https://pbs.twimg.com/profile_banners/602351816/1603118633,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/455858354460442624/q19FX7IP_normal.png,,0,,,,,,,,,,,,,,
