,user_id,status_id,created_at,screen_name,text,Drought
281,602351816,1.28E+18,1593458618,CITYSEM,"@SGVCOG @CityofDuarte @CityofWalnut @ClimateResolve @ICLEI_USA @LGC_media @HildaSolis @jgov_socalgas @SCE_PublicAff @_SoCalREN Install weather stripping, eliminate leaks

Upgrade high-energy consuming appliances: refrigerators, clothes washer/dryer, dishwashers, stoves to EE equipment

Utilize high-energy consuming appliances during off-peak hours

@CITYSEM #SGVEnergyWise",0
282,305260616,9.08E+17,1505328787,venturawaterCA,Before/After our Water Wise Turf Removal Incentive Program 👏😍 Start your project today at... https://t.co/AQ5D33PK5F,1
283,932945646,1.27E+18,1592337768,PAUtilities,#HappeningNow: #COVID19 testing in #PaloAlto City Hall. It's free and open to the public from 10 a.m. - 4 p.m. this week. No appointment needed. Come by if you are asymptomatic and want to be tested. Learn more here: https://t.co/ev1E4YjV1a https://t.co/RTIlVbJJu2,0
284,305260616,3.07E+17,1361983043,venturawaterCA,"Walk with the World for Water, FIND OUT HOW: http://t.co/RH8yENAOMY http://t.co/yWNXq1JSyL",0
285,305260616,1.10E+18,1551980320,venturawaterCA,Ventura Residents- Don't miss this opportunity for free mulch and compost! These materials are essential for water retention and healthy soils in our gardens and landscapes. https://t.co/hdOw7EX7kH,0
286,33681341,1.35E+18,1611867729,CityofSunnyvale,"@CassieMacDuff @kathayccc Hi Cassie, These photos were taken during our District Election outreach well before COVID.",0
287,39857211,8.29E+17,1486513576,CityofRedlands,"@RedlandsFD closing Orange St. north of Pioneer @ 9 am Wednesday, 2/8, to continue diesel spill cleanup. Closure may last 8 hours.",0
288,602351816,1.15E+18,1563932424,CITYSEM,"Did you know that #LAFound saves lives everyday? Those prone to wandering due to dementia, Alzheimer’s, or autism are receiving tracking bracelets that will help caregivers &amp; law enforcement find them quickly! Go to https://t.co/ZdfOGJPEhO to apply for a bracelet today! https://t.co/ADzp5QqanL",0
289,602351816,1.29E+18,1596553613,CITYSEM,"Did you know you may now qualify to save 20% on your natural gas bill through 
@socalgas
 CARE program. Easily apply at https://t.co/1XZI3PH8yn https://t.co/1BJARhFRXk",0
290,24053573,9.89E+16,1312402873,CCWD,"Did you know it will take more than 1 million cubic yards of material to make Los Vaqueros Dam 35-feet taller?
http://t.co/bDkSgR9",0
291,33681341,3.83E+17,1380207933,CityofSunnyvale,@anilj We'll check it out. We do send out emergency alerts via Nixle. Just text your zipcode to 888777 or go here http://t.co/1JkExHQ5xn,0
293,17369233,1.15E+18,1562602567,LVMWD,@CityofCalabasas Looks great!,0
296,921026940,1.30E+18,1598235625,AlamedaCountyWD,"Be safe. Be ready.  Here’s info on how to prepare a “go bag” for yourself, your family and your pets.  Thanks @FremontFire and @KQED. 
#ACWDcares🚰👍🏻 https://t.co/TPTzgwIMMK",0
297,87299172,1.46E+18,1637688861,cityofmartinez,"Participants in this year’s Children’s Light Parade must pre-register for a light wand at https://t.co/sSSs6SPCcI. Wands may be picked up at 5:30 PM at the City Hall. The parade will begin at 6:30 PM.

Questions? Email recreation@cityofmartinez.org 

https://t.co/sOEODI7MBe https://t.co/BH59h0WWkI",0
298,17369233,8.78E+17,1498260671,LVMWD,Setting mower blades to 3″ encourages deeper roots &amp; saves 16–50 gallons of water per day! #BeWaterWise #FactFriday https://t.co/7TNnFB2Yyl,1
300,17369233,1.48E+18,1640800822,LVMWD,LVMWD offices will be closed in observance of New Years Eve and New Years Day. The poop never stops flowing and our nationally recognized Tapia Water Reclamation Facility continues to work 24/7/365 day and night handling the “business.” https://t.co/hhLPqw3QbB,0
301,602351816,1.25E+18,1586475425,CITYSEM,You may feel healthy and still make others sick. Protect yourselves. Protect each other. #StayHome #SaferAtHome https://t.co/qSiuQBKAtU,0
302,385115091,8.25E+17,1485452376,tdpud,Tesla releases Model S 100D with 335 miles per charge https://t.co/9mx0hTNE0w https://t.co/VHTkSZnA8z,0
303,2327619312,1.03E+18,1533835044,DWAwater,Blueberry will look great going home in his Desert Water Agency bandana. He is well trained and loved @PSAnimalShelter. He'd be a good fit for someone with a large female dog or no dogs yet. (he's not a big fan of the felines - but LOVES car rides) #DogDaysofSummer https://t.co/SFgAabBABG,0
304,305260616,1.26E+18,1589040200,venturawaterCA,"Click below to learn how to watch or listen from home, plus share your comments on the items being discussed at the meeting. Comments are due by 4:00 p.m. on the day of the City Council Meeting and can be submitted by email to cityclerk@cityofventura.ca.gov. https://t.co/l1Z1kBp9Xi",0
305,106542303,3.96E+17,1383238205,SweetwaterAuth,#HappyHalloween! Here is our Dam Halloween costume! http://t.co/fhzOD2KXqh,0
306,87299172,1.49E+18,1644272557,cityofmartinez,(1/4) ¡Recordatorio! ¡Regístrese para clases en el Centro para Personas Mayores de Martinez hoy! La inscripción ya está abierta. https://t.co/oc8kFAuJmt,0
307,250868881,4.20E+17,1389018316,YVWD,Meeting Notice - San Gorgonio Pass Regional Water Resource Alliance #constantcontact http://t.co/QJ0xPRZSX4,0
309,2513996370,7.38E+17,1464717588,CCWDnews,"This program at Columbia College is an excellent stepping stone on the way to a  career in water treatment, water... https://t.co/UR0HTC1szw",0
312,30895301,8.61E+17,1494004172,CityofBenicia,10:00 AM Update: Situation remains the same. Shelter in place remains only at Matthew Turner and Robert Semple... https://t.co/SFQqPVT44q,0
313,16262993,26383437530,1286214505,LongBeachWater,today is a good day to put the top back on your convertible :),0
314,106542303,3.88E+17,1381422660,SweetwaterAuth,I believe that water is the only drink for a wise man. Henry David Thoreau,0
315,34303800,8.48E+17,1490902630,PRCity,Press Release: Arrest for Criminal Threats https://t.co/bOtGMTR0Fp,0
316,2530661071,6.93E+17,1454091386,CityofVallejo,"City of Vallejo Employment Opportunity - PW Maint Worker IA &amp; IIA, Internal Only-Promotional https://t.co/8ZuqYVZKgS https://t.co/aDifdNBakC",0
317,48446582,8.05E+17,1480693908,NCWD,"Regular Board Meeting on Thur, Dec 8 at 6:30pm
https://t.co/gOOqJZRDAp",0
318,921026940,5.68E+17,1424193277,AlamedaCountyWD,Presentation from 2/12/15 Board Meeting: Presentation from 2/12/15 Board Meeting http://t.co/v4Gvc8Kspj,0
320,305260616,4.94E+17,1406646814,venturawaterCA,Does there seem to be a lot of unwashed cars in Ventura? There's still time to justify skipping a car wash in the... http://t.co/0e5hc8Al03,1
321,602351816,1.40E+18,1622058136,CITYSEM,"If you or your loved one is homebound, please call 833-540-0473 (7 days a week, 8am to 8:30pm) for eligibility and resources on getting vaccinated in-home. https://t.co/aZUPlty4tP",0
322,358288934,4.67E+17,1400177703,SantaCruzWater,This #TBT newspaper clipping from the Santa Cruz Sentinel shows how low Loch Lomond was in January 1977! The... http://t.co/mq0qiNYavu,0
323,305260616,5.15E+17,1411566472,venturawaterCA,"Ed Wehan, Ventura homeowner and active community member talks about the process of taking out his traditional... http://t.co/pZaldsEY4N",0
324,2513996370,7.45E+17,1466522054,CCWDnews,"March 9, 2016, CCWD Board Meeting Video
https://t.co/oVRLL0IxgG https://t.co/a03k5Gyv50",0
326,2530661071,6.62E+17,1446591874,CityofVallejo,New Employment Opportunity - Equipment Mechanic II https://t.co/VPu41U7bF4,0
327,87299172,7.52E+17,1468007749,cityofmartinez,"Check out Nancy Boyd Park National Night Out on Tue, Aug 2 https://t.co/NADNEsi23E via @Nextdoor",0
328,41149912,1.44E+18,1632350559,IRWDnews,"We had a SWELL time at Coastal Cleanup Day and hope that you did too! 

Thank you so much for our event sponsors @ArrowheadWater @CityofSantaAna @IRWDnews @LaHabraCA for helping us make our event special and in supporting us as Regional Site Coordinators for Coastal Cleanup Day! https://t.co/gU6kR6zx45",0
329,1551505850,4.03E+17,1384903288,SanJuanWtrDist,"Fulfill a needy child's wish list this year with help of SJWD, KXTV 10 and Salvation Army: http://t.co/uUEw8mMEfv",0
330,106542303,3.24E+17,1366049292,SweetwaterAuth,Interactive water atlas makes water claim data public http://t.co/z2Otb2jGu2 via @utsandiego,0
331,2334768636,1.04E+18,1536354848,vallecitoswater,"#FridayFun: Water-intensive turf is for the dogs, but this grass sculpture gets two paws up for creativity! 🐾🐶 https://t.co/ynViw6bL2f",0
333,245885568,1.39E+18,1620399707,OtayWater,Have you been financially impacted by the pandemic &amp; need help to pay your past-due water bills? Eligible Otay customers can apply for financial relief through the Emergency Rental &amp; Utility Assistance Program. Learn more: https://t.co/Cy6XmELRld,0
334,2584504255,9.51E+17,1515541610,CityofPismo,Happy National Law Enforcement Appreciation Day! We are so thankful for the men and women of the Pismo Beach Police Department who selflessly serve our residents and visitors day in and out to ensure our community is kept safe. https://t.co/vb8m9dbsDg,0
335,305260616,7.08E+17,1457745102,venturawaterCA,"Water: Take 1 NewsReel's Filmmaker Profile with writer Joel Harper, READ:  https://t.co/t7clBQz3aN https://t.co/iZFD9VFEzI",0
336,2530661071,7.45E+17,1466469325,CityofVallejo,SolTrans is excited to announce the release of MyRide! MyRide gives you real time bus location and estimated bus... https://t.co/JM00Tg9D82,0
337,7.42E+17,1.26E+18,1589403614,CityofMadera,"The view from City Hall this morning as #CalGuard Eagle Fighter Jets with the 144th Fighter Wing performed a formation flyover in salute to health care workers and first responders across the state.

#144FW #AmericaStrong #MaderaProud https://t.co/mI3f5jGiWV",0
338,117560494,8.67E+17,1495496278,CityOfLomaLinda,"Loma Linda City Council Meeting May 9th, 2017: https://t.co/AA8FdJEhvg via @YouTube",0
340,2530661071,1.25E+18,1585668875,CityofVallejo,#AllInThisTogether https://t.co/OuqkKJcV2h,0
341,17369233,1.40E+18,1621622387,LVMWD,"What makes Special Districts special is that we are local government entities created and funded by community residents, and overseen by those residents to provide specialized services and manage it’s infrastructure.

#specialdistrictsweek #DrinkFromtheSink #yearofthetap #YOTT https://t.co/yxrmHOYhx6",0
343,602351816,1.49E+18,1644425467,CITYSEM,"FREE COVID-19 Vaccine Clinic 
Friday, February 11th 
@ Monte Vista School 
See flyer for more details https://t.co/F01Fl5mfiU",0
344,602351816,1.58E+18,1664903295,CITYSEM,"Join the City of South El Monte &amp; ActiveSGV on Thursday, October 27, from 6-8 PM at local business, Taco SAAS, on the corner of Rush St and Central Ave for free tacos and to learn about the Rush Street Project!

*Limited quantities, RSVP here: https://t.co/IZeK8kE0D6 https://t.co/SbYhv1kHEa",0
346,245885568,1.22E+18,1579729711,OtayWater,It's time to join the water industry! We're seeking a Customer Service Representative l or ll to join our team at @OtayWater. Apply soon! Applications will be accepted until we've received 250 or until Feb 5. Details: https://t.co/BGgpB8FQrq #WaterCareers #JobOpportunity https://t.co/CBk7QUeLwq,0
347,87299172,1.38E+18,1617901201,cityofmartinez,"Como empresa ecológica de California certificada, la ciudad de Martinez se compromete a ser ambientalmente sostenible. ¡Para ayudar en el trabajo, el Boys and Girls Club de #ContraCosta tiene recursos sobre sostenibilidad para usted!

Aprende sobre las 4R: https://t.co/efwizSWmlK https://t.co/9gJ7iKBwjQ",0
348,130282081,8.22E+17,1484849935,ElsinoreEddie,I posted a new photo to Facebook https://t.co/iqAOjCZsgQ,0
349,17369233,1.24E+18,1584367476,LVMWD,COVID-19 does not present a threat to the safety of Metropolitan’s treated water supplies. Read our FAQ for more information about how your water supply is protected. https://t.co/12XsZPfdjD,0
350,87299172,1.55E+18,1657647349,cityofmartinez,"(3/5) Cuatro colecciones de reciclaje / desechos de patio (que también incluyen batería doméstica, teléfono celular y reciclaje de bombillas fluorescentes compactas)
➡️Dos colecciones de residuos de hasta tres yardas cúbicas",0
351,2530661071,7.84E+17,1475714001,CityofVallejo,In case you missed it! City of Vallejo Wins SoFit City Mayor's Cup Third Year in a Row https://t.co/skU7dM42qL https://t.co/yH83eLcXym,0
352,245885568,9.18E+17,1507664066,OtayWater,.@MsSmartyP Goes BATTY is back by popular demand! Enjoy a fun family event at the @wcgarden Friday 10/13. Register: https://t.co/NWCFn0t2m4 https://t.co/BnEMbK3YFn,0
355,33681341,2.89E+17,1357772045,CityofSunnyvale,+1 us at http://t.co/AyH3Mxei and submit questions early for our Public Safety behind-the-scenes event on Feb. 3,0
356,106542303,9.86E+17,1523901772,SweetwaterAuth,We’re grateful and proud to be featured in Our Hometown Magazine​! The April issue gives @SweetwaterAuth a “bravo” for an insurance refund earned through safe work practices and a recent award for excellence in financial reporting. Entire issue here: https://t.co/nOiviVx3yu https://t.co/2SmQ6SMuzp,0
357,836157254,5.75E+17,1425948977,HiDesertH2O,"Wastewater Project Information:""Countdown to the Vote"" http://t.co/fW6gTGWRYZ http://t.co/Dl33p2jnvb",0
358,30895301,1.39E+18,1621280980,CityofBenicia,"PRESS RELEASE:  Cancellation of Traditional 4th of July Events, Alternative Neighborhood Events to be Announced
Read more at:
https://t.co/aiWFLJtXCL",0
359,305260616,2.99E+17,1360116793,venturawaterCA,What is safer - tape water or bottled water?  Do you know where our water comes from in Ventura? WATCH THIS VIDEO... http://t.co/S7IOWwDV,0
360,59612785,1.49E+18,1644278429,YLWD,"Make sure drain traps are full of water since they tend to evaporate. Also, make sure all caps are on and secure. Pouring a small amount of bleach into the drain can help. https://t.co/acSYDgbyee #wesavelines #savingtips #savethesewers #ylwd #yorbalindawaterdistrict #yorbalinda https://t.co/E0hIsXrGJS",0
361,932945646,1.25E+18,1585959795,PAUtilities,"A #MomentofGratitude for our Public Safety Dispatchers, Records team, &amp; other staff still on the frontlines making sure help is on their way. Their professionalism &amp; calm demeanor make us #PaloAltoProud. They will be there 24/7 to answer your emergency and non-emergency calls. https://t.co/3c04wz2mNg",0
362,39857211,8.53E+17,1492125298,CityofRedlands,Municipal Utilities/Public Works Commission to consider solid waste rates at Monday meeting. https://t.co/hDnF4YxlXw,0
363,836157254,2.81E+17,1355859196,HiDesertH2O,I would like some of you to help with topic suggestions regarding the Wastewater Reclamation Project.  If you... http://t.co/9YpUkyRt,0
364,7.42E+17,9.06E+17,1504761638,CityofMadera,"City Council Meeting: September 6, 2017: https://t.co/11Jl3fNqBT via @YouTube",0
365,2530661071,1.32E+18,1604694236,CityofVallejo,"The City of Vallejo is seeking candidates for five Water Distribution Technician positions, as collaborative members of the City's Water Department.

More info: https://t.co/5wQ9kO2N4K

#vallejo #cityofvallejo #vallejowater #vallejojobs https://t.co/cc3Jzx8I6S",0
366,2334768636,1.06E+18,1542651767,vallecitoswater,Today is #WorldToiletDay. There is a staggering amount of people around the world who don't have access to a #toilet or may not have an effective way to get rid of waste. Consider donating to @waterforpeople to help these efforts. @UN_Water #safewater #cleanwater #waterquality https://t.co/UlQ9HVWbsC,0
367,358288934,3.71E+17,1377187572,SantaCruzWater,Water Department staff will be on Captain Mike Baxter's show on KSCO tonight at 8:15 talking about all things... http://t.co/dNV5aN6L5O,0
368,41149912,9.13E+17,1506541030,IRWDnews,What is the timeline for #CAWaterFix? Watch this short video and then visit https://t.co/QuIqUNUtMe for more information. https://t.co/KmAKgD2cEL,0
369,245885568,1.44E+18,1631125360,OtayWater,"Join the @CV_HydroSt virtual event, Building an Archimedes Screw, this Friday 9/10! Take on the role of a wastewater engineer, learn how to use ancient technology for modern-day uses, build an Archimedes Screw &amp; end with a Kahoot game. https://t.co/8SOkLUECfC https://t.co/dfaVDhYJvI",0
370,39857211,1.47E+17,1323991672,CityofRedlands,A program instituted this year to test and calibrate large water meters has already indicated a threefold return... http://t.co/s089m2nt,0
371,250868881,1.66E+17,1328313694,YVWD,"Meeting Announcement - Yucaipa Valley Water District Board Workshop on February 7, 2012 at 4:00 pm http://t.co/GIdu6LZi",0
372,16262993,5.23E+17,1413575565,LongBeachWater,Congrats to Lisa Ramelow https://t.co/IHWvwfRNkg,0
373,2530661071,1.32E+18,1603491050,CityofVallejo,"Carve out some time for Halloween fun with a spooky movie night at home! 🎃

👻 Visit https://t.co/snYe5v55Rw for more tips on how to celebrate safely this season. https://t.co/hcgc6AGrzu",0
374,16262993,28038441151,1287676109,LongBeachWater,yes #LBC today is a #water day...but your landscape is not thirsty...mother nature took care of it.  #turnoffsprinklers,1
375,2281087598,1.24E+18,1583451727,PlacerWater,"As concerns remain heightened about COVID-19, PCWA reminds customers that most inquiries can by handled by phone. Our lobby remains open for those needing to meet with staff. Please call Customer Services at (530) 823-4850 for assistance. #We&lt;3phonecalls https://t.co/E71w3GvxBt",0
376,2327619312,8.37E+17,1488498751,DWAwater,From an Atmospheric River to a River of a Sediment https://t.co/RIDvQOt9T5 #NASA #AtmosphericRiver https://t.co/fwOtJe7Rwt,0
377,2327619312,1.01E+18,1529517130,DWAwater,"RT if you think Oreo would be a great workout buddy (or poolside pal)! He's .@PSAnimalShelter and needs a home. He wanted us to remind you to stay hydrated while you're outside, especially during the #dogdaysofsummer. https://t.co/eSp8QpYbyE",0
378,7.42E+17,1.52E+18,1651597383,CityofMadera,The Parks &amp; Community Services Department hosted two “Walk the Trail Days” events last month where the wraps were officially taken off of new exercise amenities recently installed at the Vernon McCullough River Trail + Lion’s Town &amp; Country Park 🌲🌴💘 https://t.co/ftszbq1lRb,0
379,2327619312,8.24E+17,1485206024,DWAwater,"It's rained so much, so early that DWR is going to have to redesign the template for their precipitation plot to show all the data! https://t.co/JkhbmlLxKs",1
380,305260616,8.68E+17,1495729567,venturawaterCA,"FREE Gardening Class Sat. June 10, 10am-11:30 am, ""Optimize Your Irrigation,""City of Ventura Public Works... https://t.co/Fc1tNBPrUZ",1
381,87299172,1.06E+18,1542419522,cityofmartinez,"For more information on the Two-Day Holiday Frolic 2018 event, visit:  https://t.co/wyIfUg4KDv https://t.co/fY8DKDvptv",0
383,161468853,1.10E+18,1551976144,COGWaterPower,"Celebrating the life and work of César Chavez with the City of #MyGlendale on March 30 at 1 p.m. at the @MyGlendaleParks Pacific Community Center! Enjoy live performances and free tacos served starting at 1:15 p.m., while supplies last. https://t.co/CIqplxNHj3",0
384,24053573,1.71E+15,1289242348,CCWD,"Migrating birds & butterflies, mean we're seeing lots of creatures at the Interpretive Center at Los Vaqueros.

http://bit.ly/aYxK8P",0
386,17369233,1.12E+18,1555953179,LVMWD,"Las Virgenes Municipal Water District is currently recruiting for an Information Systems Manager.

For more information regarding this opportunity please follow this link: https://t.co/b1rE3OVbn9

#job #opportunity #career #informationsystems #hiring https://t.co/DUcbFpwiXo",0
387,41149912,1.53E+18,1652467921,IRWDnews,"IRWD WaterStar businesses Fast 5 Xpress and Checkered Flag use recycled water to get the job done, saving millions of gallons of drinking water per year! 🚘💦  Want to know more? Visit https://t.co/wrt6tZOZQj #savewater #recycledwater #cadrought https://t.co/5jHnSyX7EG",0
388,385115091,5.19E+17,1412632517,tdpud,Sign up for your FREE Energy Savings Survey today!   http://t.co/pnxcxZnKJD,0
389,2334768636,1.30E+18,1598568420,vallecitoswater,"Due to recent water main repairs, there's some rough patches in the road on Applewilde Dr.  We’ll be contracting w/ a paving company to make the street right. Repairs will be made from about 900 - 920 block of Applewilde Dr. More @ https://t.co/vtsWYbI0Xt. https://t.co/XQa4gl9VQJ",0
390,932945646,6.37E+17,1440781050,PAUtilities,Help craft the future of Palo Alto! CPAU is recruiting an Engineering Manager. http://t.co/hJD9Jflxj8 #publicpower http://t.co/GrzG7Iqoqw,0
391,385115091,9.16E+17,1507320595,tdpud,Like our Facebook page @truckeedonnerpud to learn about our current rebates.     https://t.co/Yqp69C8woQ https://t.co/hzmxiDfVvO,0
392,921026940,6.20E+17,1436565334,AlamedaCountyWD,"Reward Offered in Alameda Creek Dam Vandalism Case: ACWD is offering a $10,000 reward for information leading to… http://t.co/XlAyx05Ays",0
394,2334768636,1.49E+18,1643217435,vallecitoswater,"Did you tackle a recent landscape makeover? Show it off and win recognition! The 2022 WaterSmart Landscape Contest is open for entries: https://t.co/HJfMOfTwlw  

@sdcwa @OtayWater @helixwater @SweetwaterAuth @PadreDam @cityofescondido @CityofOceanside @OMWD @vallecitoswater",0
395,30895301,6.25E+17,1437772553,CityofBenicia,"Interstate 680 - Caltrans Rehabilitation Project: Friday, July 24 until Friday, July 31 crews are scheduled to... http://t.co/RBToa3O2HO",0
396,932945646,4.08E+17,1386189275,PAUtilities,"What's the energy cost of your holiday lighting display? http://t.co/hsadYwpDPy
See coupon 4 UTL holiday LED exchange http://t.co/tfWXVTnVsL",0
397,34303800,9.78E+17,1522090014,PRCity,Press Release: Police Activities League Co-Hosts Annual Fishing Day in #PasoRobles https://t.co/iJtReqYnyI,0
398,24053573,2.86E+17,1356988947,CCWD,Los Vaqueros Watershed &amp; Marina will be open on New Year's Day.  The fish are waiting!,0
399,602351816,1.31E+18,1601512196,CITYSEM,"As fall approaches, many families are starting to plan for the upcoming holiday season-beginning with Halloween. For LA County Halloween Health Guidelines visit https://t.co/BVBNBipXzk https://t.co/aCIvean2TY",0
400,161468853,1.19E+18,1571763300,COGWaterPower,Today is #ENERGYSTARday. Take advantage of a rebate from GWP when you purchase a new Energy Star rated appliance or product. See what products qualify &amp; apply online at https://t.co/jortGXPdxl #MyGlendale https://t.co/9DZ7pxIwx2,0
401,602351816,1.53E+18,1653494237,CITYSEM,"Holiday Closure 
Memorial Day – Monday, May 30, 2022 
All City facilities will be closed in observance of holiday.
No street sweeping. 
Trash services will be delayed by one day. https://t.co/0k3tdDksLk",0
402,2334768636,1.49E+18,1644955324,vallecitoswater,"Recently, VWD's Board issued Resolution in support of @sanmarcoscity's Ordinance restricting single-use plastic food service ware. VWD is reducing our use of these plastics, as they are among most common pollutants found during beach cleanup events.  https://t.co/CSEhrfFlYx https://t.co/RlzNTIjgzw",0
403,87299172,1.45E+18,1634335534,cityofmartinez,(1/2) La Comisión Independiente de Redistribución de Distritos (IRC) busca la participación pública en el proceso de redistribución de distritos. El proceso ocurre cada diez años para determinar los vecindarios y comunidades que deben agruparse para elegir un miembro del consejo. https://t.co/9YHtvKyQdB,0
404,87299172,7.84E+17,1475771670,cityofmartinez,"City Manager's Report | October 2016 - Message from the Chief, Best Places to Raise a Family, and more! Visit: https://t.co/5VyljTKqjc",0
406,24053573,2.05E+17,1337812165,CCWD,"Get a 'sneak peek' of Los Vaqueros
before we open, and visit a water treatment plant, sign up for our June 22 tour! 
http://t.co/gNNt56Ax",0
407,17369233,1.12E+18,1555953300,LVMWD,"Las Virgenes Municipal Water District is currently recruiting for an Accountant.

For more information regarding this opportunity please follow this link: https://t.co/b1rE3OVbn9

#job #opportunity #career #accountant #accounting #hiring https://t.co/0ayGLAaQTd",0
408,602351816,1.28E+18,1593458225,CITYSEM,"@SGVCOG @CityofDuarte @CityofWalnut @ClimateResolve @ICLEI_USA @LGC_media @HildaSolis @jgov_socalgas @SCE_PublicAff @_SoCalREN Retrofit lighting

Assess &amp; upgrade existing equipment to efficient

Plan &amp; budget to upgrade equipment after its useful life, aged equipment tends to use more energy as it works harder to operate at optimal levels

@CITYSEM #SGVEnergyWise",0
409,87299172,1.40E+18,1622048402,cityofmartinez,"Subscribe to get the latest Anti-Racism &amp; Discrimination and Pro-Inclusion &amp; Equity (ARDPIE) Task Force news! Head over to the website, scroll down to the bottom and input your information - it's that simple. 

Sign up today at https://t.co/wvaEtniDkr https://t.co/Cj8vK66TGE",0
410,34303800,1.43E+18,1628886304,PRCity,"City of Paso Robles newsletter for Aug 15-31, 2021. https://t.co/t1xt02PxKe https://t.co/KTsNPuOQau",0
411,932945646,1.54E+18,1654898863,PAUtilities,"Curious about electric vehicles? Join us for a free webinar on Wednesday, June 15 to learn more about available electric cars and e-bikes, charging options, incentives, and cost of ownership. Register at https://t.co/Jqa3qCdmQ8. https://t.co/zPG6MjlvsT",0
413,17369233,1.08E+18,1546748081,LVMWD,Thousand Oaks: VCFD ME36 requesting traffic control at Kanan and Lindero Canyon due to flooding.,0
414,1183996111,1.19E+18,1571847539,RowlandWater,"Can you imagine a day without water? Our water infrastructure often sits out of sight, and a safe drinking water supply is easily taken for granted. However, 2.2 billion people lack access to safe water. What would you miss without a safe, reliable water supply? #valuewater https://t.co/mnznVcxSQ7",1
416,2726510880,9.94E+17,1525818885,PalmdaleH2O,Special shout-out for PWD from the CA State Senate this week! Many thanks to @ScottWilkCA for taking PWD Board Director Joe Estes &amp; GM Dennis LaMoreaux to visit the Senate Chambers during their Sacramento trip for the @ACWAWater  conference. #CASenate #ACWA #CenturyOfService https://t.co/vgqfXMwm0D,0
417,117560494,8.49E+17,1491339124,CityOfLomaLinda,These two sweet girls were found this morning on Laurel/George-Please call City Animal Control to claim them. 909-799-2861 https://t.co/lOWKJzhhCh,0
418,836157254,4.77E+17,1402587505,HiDesertH2O,GET YOUR SEWER QUESTIONS ANSWERED!! Sewer information meetings today at the Yucca Valley Community Center.  12:30... http://t.co/vjViBZObNF,0
419,2327619312,1.02E+18,1532377076,DWAwater,Stay hydrated out there (if you have to go 'out there' at all)! https://t.co/gqlOEMk7Zr,0
420,41149912,1.51E+18,1647976682,IRWDnews,HAPPY WORLD WATER DAY! Learn to make the most of what you use at https://t.co/FR034mQW32. #WorldWaterDay #water 💧 💙 https://t.co/rJ0IVk5uWj,0
421,33681341,2.68E+17,1352827086,CityofSunnyvale,Diwali ki Shubhkamnayein. Happy Diwali.,0
422,602351816,1.44E+18,1631370728,CITYSEM,"South El Monte Aquatic Center Open this Weekend for 
Recreation Swim 
Pools will be open today Sat., September 11 &amp; Sun., September 12 for Recreation Swim from 12-3 pm 
Admission: $1.50 Adults/  $1 Youth (17 &amp; Under)
For more info, call the Aquatic Center at (626) 442-0569. https://t.co/0nHnbYZzfa",0
423,30895301,1.41E+18,1623872772,CityofBenicia,"Solano County Press Release: Solano County moves beyond the Blueprint, COVID-19 Health Order rescinded as the State removes masks mandate and capacity limitations from businesses

https://t.co/Om7jXgTHB6",0
424,305260616,5.76E+17,1426105821,venturawaterCA,Water: Take 1 Film Contest Awards Celebration http://t.co/a6golHllqO,0
425,245885568,1.30E+18,1597886398,OtayWater,"Otay will host a special Board meeting via Zoom this Friday, Aug. 21 (2pm) to discuss the adoption of resolution no. 4386 of the Board of Directors to censure Director Hector Gastelum for official misconduct. The public is invited to participate and listen in or watch it live. https://t.co/cMkPOtH2mS",0
426,39857211,1.91E+17,1334273133,CityofRedlands,I uploaded a @YouTube video http://t.co/eqlarxrp Story Time 4-12-12.mp4,0
427,305260616,7.86E+17,1476292916,venturawaterCA,@VinesEnvironmnt WorldWide short filmfestival https://t.co/sDyCTz2T9l To inspire Thoughts/Actions abt the Value of Water. Open Submssion!,0
428,48446582,4.43E+17,1394563455,NCWD,"NCWD Announces 2014 Board Officers
http://t.co/VpJjYqNS0T",0
429,305260616,6.79E+17,1450829671,venturawaterCA,"Meet Water: Take 1's distinguished panel of jurors (filmmakers, film/TV/digital executives and water industry... https://t.co/83APTCvaQG",0
430,352634089,1.47E+17,1323885336,CoastsideWater,Dan Lungren wants SFPUC probed over Hetch Hetchy http://t.co/BAPPxp7j via @sfgate,0
431,2513996370,6.87E+17,1452718032,CCWDnews,"After four years of severe drought, many reservoirs in Calaveras County are well below normal levels.... https://t.co/kPvCLL3Rfy",1
432,2281087598,6.88E+17,1452792957,PlacerWater,"Update: Storms lined up to deliver rain, snow through weekend https://t.co/VA04WkoEev",0
433,836157254,1.19E+18,1572636042,HiDesertH2O,Sewer Connections Start Monday! https://t.co/84kDmofBPw https://t.co/3s1D0Qv5ay,0
434,921026940,1.47E+18,1638310399,AlamedaCountyWD,"We are excited to feature Garth, our Human Resources Analyst, in this month's ACWD Aqueduct Newsletter! Read about his experience working at ACWD here: https://t.co/ialsId0uhi #cawater #OneSavesWater #AWCD #AlamedaCountyWaterDistrict https://t.co/TEUdSHur8w",0
435,16262993,3.92E+17,1382375208,LongBeachWater,@Zoomy575M @nikolatoz cool,0
436,30895301,6.64E+17,1447257601,CityofBenicia,"HOLIDAY CLOSURE:  Benicia City Offices, the Benicia Community Center and the Benicia Public Library will be... https://t.co/C9M8s1v9FJ",0
