"","screen_name","user_id","status_id","created_at","text","Drought","...1","supplier_name","public_water_system_id","county","hydrologic_region","climate_zone","total_population_served","reference_2014_population","Water System Name","Water System Classification","Water System Ownership","Physical location City","Physical location Zip","Website URL","wdist_id","Website","District Governance Type(special district, for-profit, or city)","Old Twitter handle","Twitter handle"
"809","CityofSunnyvale",33681341,3.15e+17,"1363818621","Cesar Chavez Youth Action Day is March 30, 9a-noon at Full Circle Farm http://t.co/67qddTj7H9",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"810","CityofSunnyvale",33681341,3.98e+17,"1383756395","From a resident, Ajax is missing in the Hendy Avenue area. http://t.co/GyFMwp54pS",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"811","CityofSunnyvale",33681341,2.98e+17,"1359958629","Approximately 130 vehicles screened so far. Of those, approximately 15 drivers have been evaluated. http://t.co/JvHFo0M7",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"812","CityofSunnyvale",33681341,2.53955e+17,"10/4/12 20:31","REMINDER: Firefighter's Pancake Brkfst Oct13, Firestn 2 Wolfe &amp; Arques, 8-11a, 4 Burn Fndtn http://t.co/oauOjntj",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"813","CityofSunnyvale",33681341,3.98845e+17,"11/8/13 16:11","Still a work in progress. Next up is Hendy with downtown streetscaping but on north of tracks RT @dkirker: @SCHeadley",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"814","CityofSunnyvale",33681341,5.12039e+17,"9/17/14 0:43","2015-2020 Consolidated Plan Regional Forums - You're Invited. Join the discussion! Mtgs. on 9/25, 9/27 and 10/22. http://t.co/fltUemJ4QB",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"815","CityofSunnyvale",33681341,3.18e+17,"1364629143","Stop procrastinating and pick a photo already! Sunnyvale Library photo contest ends March 30, 6p http://t.co/vQQmVp0Ges",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"816","CityofSunnyvale",33681341,2.97459e+17,"2/1/13 21:37","1:36p Back and looking at Budget issues, beginning with Update to Heritage Tree Inventory http://t.co/m8Uzv3b2 #SVStudy",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"817","CityofSunnyvale",33681341,2.97529e+17,"2/2/13 2:17","Time to change ur pwd MT @abc7newsBayArea: Twitter hackers may hv gained access 2 info on 250k users http://t.co/yee21fv8",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"818","CityofSunnyvale",33681341,2.97422e+17,"2/1/13 19:12","11:12a DPW 13-04 Extending Vision Triangle Restrictions at Private Driveways and Alleyways is dropped #SVStudy",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"819","CityofSunnyvale",33681341,2.44e+17,"1346948371","TEMP RD ClOSURES Sep 6:  Duane Ct from Duane to Santa Ynez center closed until 6p for chip, seal http://t.co/aRWa9gAl",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"820","CityofSunnyvale",33681341,5.89e+17,"1429308209","Housing and Human Services Commission Mtg. Action Plan/ConPlan Public Hearings. 4/22, 7pm, City Hall, West Conf Rm. http://t.co/22X1QtCCUt",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"821","CityofSunnyvale",33681341,3.60859e+17,"7/26/13 20:27","New issue of The Sun out now! Pick one up, or check out the online e-edition: http://t.co/00Tkhg9oiF http://t.co/jkGEUKC8gC",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"822","CityofSunnyvale",33681341,1.53535e+18,"6/10/22 19:59","@stevemeier853 We also wanted to share that this new 6.5-acre park (recently named Shellmound Park) will be open to the public in just a few weeks! A grand opening celebration is planned for July 27.",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"823","CityofSunnyvale",33681341,1.18e+18,"1569512982","Reminder: Our Council district map refinement workshop is TONIGHT (9/26). 

Participants will view and receive feedback on viable maps the Council approved for further consideration.  

🗺️ Submit your refined maps by 9/29! 🗺️

ℹ️ : https://t.co/yMDfAqkrx7

#CVRA https://t.co/JwWYq9EI8A",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"824","CityofSunnyvale",33681341,3.38024e+17,"5/24/13 20:09","@kardu17 This link on Water in Sunnyvale might help and give some numbers you could call to have it checked http://t.co/qybCDLKtFs",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"825","CityofSunnyvale",33681341,2.49e+17,"1348249558","#spottheshuttle #endeavor Pic of flyover Sunnyvale City Hall http://t.co/kUcQa9LA",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"826","CityofSunnyvale",33681341,4.1158e+17,"12/13/13 19:36","#CrimePreventionTip: Keep valuables out of vehicle or, at least, out of sight http://t.co/ny9oyR320X http://t.co/gZUd7rMbrx",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"827","CityofSunnyvale",33681341,2.33203e+17,"8/8/12 14:10","Some good crime prevention tips from our neighbors RT @PaloAltoPolice: For home security tips, go to: http://t.co/yj0zJOjJ",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"828","CityofSunnyvale",33681341,2.98e+17,"1359961340","Tools of the trade. #svdps @CityofSunnyvale http://t.co/1IQm3Its",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"829","CityofSunnyvale",33681341,3.02509e+17,"2/15/13 20:06","Asteroid #2012DA14 has made its closest approach to Earth, safely passing our planet 17,500 miles above Indonesia. It's now headed away.",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"830","CityofSunnyvale",33681341,1.18e+18,"1569000726",".@NovaWB is hosting its 1st Technology Job Fair on 9/26 from 3-5p at the Sunnyvale Community Center. 

Companies attending incl. @23andMe @Adobe @Applied4Tech @CupertinoElec @IntuitiveSurg @OutsetMedical @SRI_Intl @tech_mahindra

ℹ️ Registration requested: https://t.co/UYN0i3paBw https://t.co/0CCZFqML1d",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"831","CityofSunnyvale",33681341,2.78976e+17,"12/12/12 21:32","@BayAreaCommuter Yeah, Santa's been helping out our Public Works folks  http://t.co/qjnWItvT",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"832","CityofSunnyvale",33681341,3.24e+17,"1366128341","Dog Parks community meetings at Las Palmas Park today (Apr 16) at noon and 7 p.m. http://t.co/v2BRXUIrDw",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"833","CityofSunnyvale",33681341,2.46248e+17,"9/13/12 14:05","Santa Clara County (inc. Sunnyvale) earns top score for being welcoming to immigrants http://t.co/nTU3vH3C @mercnews",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"834","CityofSunnyvale",33681341,2.31e+17,"1344016592","@DanHugo Not sure about an email. We were just told that you helped make contacts.",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"835","CityofSunnyvale",33681341,5.33e+17,"1415988687","Housing and Human Services Commission Meeting 
Wed., 11/19 at 7 pm
City Hall, West Conference Room
456 W Olive Ave http://t.co/Ds18qYEI3u",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"836","CityofSunnyvale",33681341,2.31e+17,"1343927702","Morning (Aug 2) Santa Clara PD lockdown alert was for Santa Clara only. Suspect already in custody according to news http://t.co/8tLMD4FS",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"837","CityofSunnyvale",33681341,1.13849e+18,"6/11/19 16:37","Watch movies under the stars (or even in the pool!) with @SunnyvaleRec 's Sunset Movie Series. 

Arrive early to grab your seat, bring a blanket or chair, and enjoy the show!

The series kicks off on 6/14. For details visit: https://t.co/RGD4JyH2b9 https://t.co/Ksf2kszjBH",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"838","CityofSunnyvale",33681341,2.88398e+17,"1/7/13 21:33","tweet-along w Public Safety ofcrs Feb 3 or hangout on Google+. Submit Qs early http://t.co/EOVPc6vG",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"839","CityofSunnyvale",33681341,3.905e+17,"10/16/13 15:30","@smfr Thanks. I'm sending your tweets to the inspector for that project. Will hv followup when I hear back.",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"840","CityofSunnyvale",33681341,3.95228e+17,"10/29/13 16:37","@lawscomm @chMtnViewPD Yes, but I was able to use direct paste in IE. Weird it fails in Chrome since it's a Google map...",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"841","CityofSunnyvale",33681341,3.96e+17,"1383176169","Rosey, the dog featured in last Fri @nbcbayarea segment is now available to adopt http://t.co/Oz4M28JkzA http://t.co/wMClCtQ19W",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"842","CityofSunnyvale",33681341,4.02843e+17,"11/19/13 16:58","@NPataky @Caltrain_News There are no City-owned lots that hv paid parking, so it's Caltrain.We opened a big, new lot under Mathilda Birdge",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"843","CityofSunnyvale",33681341,1.35e+18,"1611867729","@CassieMacDuff @kathayccc Hi Cassie, These photos were taken during our District Election outreach well before COVID.",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"844","CityofSunnyvale",33681341,3.21355e+17,"4/8/13 20:13","It's not too late to enroll in Emergency Prep or SNAP classes. Every Thurs. Apr4-May16 http://t.co/iaWEP8PCq0",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"845","CityofSunnyvale",33681341,3.79676e+17,"9/16/13 18:41","Children &lt; 8 MUST travel in backseat in car/booster seat. Learn more http://t.co/xqUtOazMoF #childpassengersafety @HealthySCC",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"846","CityofSunnyvale",33681341,3.59e+17,"1374522558","Check out this 1st-person video being on the @SunnyvaleDPS PowerPull Team last Sat. (3.5min) http://t.co/jDR7AUEneB",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"847","CityofSunnyvale",33681341,2.51376e+17,"9/27/12 17:42","CalTrans El Camino Real Overnight work Sep 27: Electrical on all lanes from Saratoga to Remington, 10p-7a",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"848","CityofSunnyvale",33681341,3.2e+17,"1365182316","Get hands on Public Safety experience in Explorers for ages 14-20 http://t.co/g1aIHV5ZOv",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"849","CityofSunnyvale",33681341,3.34378e+17,"5/14/13 18:43","@AlexRussellNBC5 Just wanted to clarify that we're Sunnyvale, CA - not TX :)",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"850","CityofSunnyvale",33681341,2.87e+17,"1357350006","Nice! RT @julia_kate22: Forgot to post this sunset pic yesterday from Sunnyvale. http://t.co/NZ0YCZgu",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"851","CityofSunnyvale",33681341,3.66e+17,"1376080315","Swegles Park dedication, Aug 10, 11a at 545 Santa Real Ave https://t.co/SyrZdPbipI",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"852","CityofSunnyvale",33681341,2.86e+17,"1356950908",".@CityofSunnyvale; I like this deal-I cut my real Christmas Tree in half-my city mulches it &amp; shares mulch w/ us free.#sunnyvale #proud",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"853","CityofSunnyvale",33681341,3.43e+17,"1370543721","Tree Crew's Victor Perez balancing in a bucket with a chainsaw http://t.co/QS51hx1w1e",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"854","CityofSunnyvale",33681341,2.98529e+17,"2/4/13 20:30","@PoliceTracks @PaloAltoPolice @DeptOfPhoto @IDesignSpaces @tvzuke @nbcbayarea Thanks for the RTs and following our event",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"855","CityofSunnyvale",33681341,2.31165e+17,"8/2/12 23:10","Sunnyvale Public Safety Helps Tobacco Thief Break Nasty Habit http://t.co/Y3e5Omdo",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"856","CityofSunnyvale",33681341,1.19e+18,"1571684996","It's #CAFloodPrepWeek. As the rainy season begins, are you prepared? 

Check out our website for tips on how to stay flood ready year-round: https://t.co/ZopthNyjz0

📷: @SunnyvaleDPS https://t.co/9qVpYAy2MG",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"857","CityofSunnyvale",33681341,1.3e+18,"1598149103","“When you grow up in Sunnyvale, why would you go anywhere else?” Mike Shum of @ToyotaSunnyvale 

“This is the heart of technology, &amp; the ppl around us are great.” Steve Fuentes of @SunnyvaleFordLM 

Read more about these auto industry vets
https://t.co/QxPoJXgrDr

#ShopSunnyvale https://t.co/XUsnXyYpTs",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"858","CityofSunnyvale",33681341,3.83e+17,"1380207933","@anilj We'll check it out. We do send out emergency alerts via Nixle. Just text your zipcode to 888777 or go here http://t.co/1JkExHQ5xn",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"859","CityofSunnyvale",33681341,2.88834e+17,"1/9/13 2:25","@senders Bonus is that u get a break from trash-talking to ur friend about the Super Bowl ;)",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"860","CityofSunnyvale",33681341,3.96415e+17,"11/1/13 23:12","@TweetThisBabe @TobyKeithMusic Maybe if you ask Lt. Mata nicely for a selfie? #poltwt",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"861","CityofSunnyvale",33681341,3.20603e+17,"4/6/13 18:25","Plz RT Hands-on police &amp; fire xp for 14-20-yos with @SunnyvaleDPS Explorers http://t.co/VVc7xFY6x2",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"862","CityofSunnyvale",33681341,4.10206e+17,"12/10/13 0:36","Thanks to Jim Davis for showing support to Ellis' hour of code! @cityofsunnyvale http://t.co/3XHHIIcYU0",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"863","CityofSunnyvale",33681341,3.63e+17,"1375311660","@DavidSven Thanks for the MT. Touch-n-Go is on stage tonight in just 90 min http://t.co/a0UeVzy4ru",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"864","CityofSunnyvale",33681341,1.41e+18,"1623861140","The Sunnyvale Public Library will serve as a cooling center Mon - Sat, 10am-6pm. Stay cool #Sunnyvale! https://t.co/dX0hHYQeV0",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"865","CityofSunnyvale",33681341,2.79e+17,"1355431126","Spread the word: Join Sunnyvale Public Safety Ofcrs via twitter, Google Hangout live Jan 3 (PDF) http://t.co/YUTVJ2n7",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"866","CityofSunnyvale",33681341,2.79638e+17,"12/14/12 17:23","cngrts! RT @DavidSuh: Thank U @CityofSunnyvale 4 another gr8 basketball season Team #YOLO - 2012 Fall League Champs! http://t.co/5xiNcBIE",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"867","CityofSunnyvale",33681341,3.62e+17,"1375139513","@JimGriffith_SV I don't think that's a quote....",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"868","CityofSunnyvale",33681341,6.39e+17,"1441235409","Three-Bedroom BMR Townhomes available, $383,500. http://t.co/kzF7nqs5i5 or (408) 730-7250.� http://t.co/dUegH2x729 http://t.co/77pqZlA65G",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"869","CityofSunnyvale",33681341,2.69224e+17,"11/15/12 23:41","Sunnyvale is asking for input on bike lane for Wildwood Ave. Survey : http://t.co/PYQIWVNi or FB: http://t.co/oauOjntj",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"870","CityofSunnyvale",33681341,2.47e+17,"1347733920","@tamelakim Thanks for sharing, but stay safe!",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"871","CityofSunnyvale",33681341,2.64e+17,"1351742419","Halloween Safety Tips for Drivers - Carefully enter and exit driveways and alleys. http://t.co/9AkRnAqd",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
"872","CityofSunnyvale",33681341,3.2189e+17,"4/10/13 7:39","Celtic music crowd pleasers Black Bros. 7:30p at Sunnyvale Theatre http://t.co/wekKcYvQof",0,171,"Sunnyvale  City of","CA4310014","Santa Clara","San Francisco Bay",4,153827,147055,"CITY OF SUNNYVALE",NA,"Local Government","SUNNYVALE","94085","sunnyvale.ca.gov",NA,NA,"city",NA,"@CityofSunnyvale"
